Title,Tags,Source
Scientists Make Unclear Breakthrough After Giving Robot Cancer,NEWS,https://www.theonion.com/scientists-make-unclear-breakthrough-after-giving-robot-1819577830
Preventing Childhood Obesity,INFOGRAPHIC,https://www.theonion.com/preventing-childhood-obesity-1819592208
Man Nearly Loses Arms After Injecting Them To Look Like The Hulk,AMERICAN VOICES,https://www.theonion.com/man-nearly-loses-arms-after-injecting-them-to-look-like-1819562645
"Gym Teacher Devises Elaborate Sport From Handful Of Foam Cubes, Scooters, Plastic Mats",SPORTS,https://www.theonion.com/gym-teacher-devises-elaborate-sport-from-handful-of-foa-1819577728
Study Finds Those With Deceased Family Members At High Risk Of Dying Themselves,NEWS,https://www.theonion.com/study-finds-those-with-deceased-family-members-at-high-1819577715
Corporate Wellness Programs,INFOGRAPHIC,https://www.theonion.com/corporate-wellness-programs-1819592159
"FDA Figures It Will Get Around To Regulating Supplements With Names Like Black Widow, Yellow Demon",NEWS IN BRIEF,https://www.theonion.com/fda-figures-it-will-get-around-to-regulating-supplement-1819577678
Narcissist Convinced Total Strangers Would Want His Organs,LOCAL,https://www.theonion.com/narcissist-convinced-total-strangers-would-want-his-org-1819577659
New Healthier Menu Features Food Wendy’s Customers Bring From Home,NEWS IN BRIEF,https://www.theonion.com/new-healthier-menu-features-food-wendy-s-customers-brin-1819577627
Siblings Playing Tense Game Of Chicken To Decide Who Going To Care For Mom,LOCAL,https://www.theonion.com/siblings-playing-tense-game-of-chicken-to-decide-who-go-1819577614
Scientists Discover Eating Serves Function Other Than Easing Anxiety,NEWS IN BRIEF,https://www.theonion.com/scientists-discover-eating-serves-function-other-than-e-1819577590
"Man’s Bloodstream Enjoys Hour-Long Intermission Between Coffee, Alcohol Blitzes",LOCAL,https://www.theonion.com/man-s-bloodstream-enjoys-hour-long-intermission-between-1819577580
Tips For Living Longer,INFOGRAPHIC,https://www.theonion.com/tips-for-living-longer-1819592094
Man Who Stopped Dieting Already Seeing Results,NEWS IN BRIEF,https://www.theonion.com/man-who-stopped-dieting-already-seeing-results-1819577551
Once-Loyal Enabler Betrays Man By Suggesting Therapy,LOCAL,https://www.theonion.com/once-loyal-enabler-betrays-man-by-suggesting-therapy-1819577544
New Gym Member Lingers By Free Weights For Several Seconds Before Returning To Elliptical Machine,LOCAL,https://www.theonion.com/new-gym-member-lingers-by-free-weights-for-several-seco-1819577514
Tim Duncan Raving About Health Benefits Of Standing Bench,SPORTS,https://www.theonion.com/tim-duncan-raving-about-health-benefits-of-standing-ben-1819577508
Guy Washing Hands For Full 5 Seconds Like He’s Going Into Surgery,LOCAL,https://www.theonion.com/guy-washing-hands-for-full-5-seconds-like-he-s-going-in-1819577500
"New Study Finds Therapy, Antidepressants Equally Effective At Monetizing Depression",NEWS IN BRIEF,https://www.theonion.com/new-study-finds-therapy-antidepressants-equally-effect-1819577495
Man’s Food Poisoning Could Realistically Be Traced Back To Any Meal From Past Week,LOCAL,https://www.theonion.com/man-s-food-poisoning-could-realistically-be-traced-back-1819577475
Do You Believe The Government Should Require Parents To Vaccinate Their Kids?,NEWS IN BRIEF,https://www.theonion.com/do-you-believe-the-government-should-require-parents-to-1819594360
"Health Experts Recommend Standing Up At Desk, Leaving Office, Never Coming Back",LOCAL,https://www.theonion.com/health-experts-recommend-standing-up-at-desk-leaving-o-1819577456
All Of Man’s Accomplishments Overshadowed By Hefty Birth Weight,INFOGRAPHIC,https://www.theonion.com/all-of-man-s-accomplishments-overshadowed-by-hefty-birt-1819577423
The Onion’s Guide To Gym Etiquette,NEWS IN BRIEF,https://www.theonion.com/the-onion-s-guide-to-gym-etiquette-1819592049
FDA Approves New Drug For Treating Pill Deficiencies,TIME KILLERS,https://www.theonion.com/fda-approves-new-drug-for-treating-pill-deficiencies-1819577350
What Are We Cutting Back On?,LOCAL,https://www.theonion.com/what-are-we-cutting-back-on-1819592025
Personal Trainer Impressed By Man’s Improved Excuses,NEWS IN PHOTOS,https://www.theonion.com/personal-trainer-impressed-by-man-s-improved-excuses-1819577391
11% Of Lunch Eaten Off Sweatshirt,LOCAL,https://www.theonion.com/11-of-lunch-eaten-off-sweatshirt-1819592017
Stressed-Out 8-Year-Old Looks 12,,https://www.theonion.com/stressed-out-8-year-old-looks-12-1819592019
New Express Transplant List Offers Patients Kidney Or First Available Organ,NEWS,https://www.theonion.com/new-express-transplant-list-offers-patients-kidney-or-f-1819577251
Pacific Ocean Quarantined After Contact With Carnival Cruise Ship,NEWS IN BRIEF,https://www.theonion.com/pacific-ocean-quarantined-after-contact-with-carnival-c-1819577181
Thrill-Seeking Man Wonders How Long He Can Keep Up Dangerous Sedentary Lifestyle,NEWS,https://www.theonion.com/thrill-seeking-man-wonders-how-long-he-can-keep-up-dang-1819577134
Delicate Little Man Kept Awake All Night By Having Coffee After Four O’Clock,LOCAL,https://www.theonion.com/delicate-little-man-kept-awake-all-night-by-having-coff-1819577117
NYC Officials Assure Public Most Puddles Of Bodily Fluid On Streets Not Contaminated With Ebola,NEWS IN BRIEF,https://www.theonion.com/nyc-officials-assure-public-most-puddles-of-bodily-flui-1819577103
Tips For Finding The Right Doctor,INFOGRAPHIC,https://www.theonion.com/tips-for-finding-the-right-doctor-1819591917
Flu Clinic Selling 2009 Version Of Vaccine For A Few Bucks Cheaper,NEWS IN BRIEF,https://www.theonion.com/flu-clinic-selling-2009-version-of-vaccine-for-a-few-bu-1819577084
Nurse Being Treated For Ebola Impressed With Health Workers’ New Gear,NEWS IN BRIEF,https://www.theonion.com/nurse-being-treated-for-ebola-impressed-with-health-wor-1819577081
Tracking Ebola In The U.S.,INFOGRAPHIC,https://www.theonion.com/tracking-ebola-in-the-u-s-1819591926
Hazmat Worker Sees No Reason To Throw Away All This Perfectly Good Food,NEWS IN BRIEF,https://www.theonion.com/hazmat-worker-sees-no-reason-to-throw-away-all-this-per-1819577075
Researchers: Quality Of Sleep May Be Affected By Abandoning Family In 1994,NEWS IN BRIEF,https://www.theonion.com/researchers-quality-of-sleep-may-be-affected-by-abando-1819577041
Genetics Emphatically Deny Playing Any Part In Area Man’s Body,LOCAL,https://www.theonion.com/genetics-emphatically-deny-playing-any-part-in-area-man-1819577040
What You Need To Know About Ebola,INFOGRAPHIC,https://www.theonion.com/what-you-need-to-know-about-ebola-1819591902
Study: Majority Of Americans Not Prepared For A Sucker Punch To The Gut,NEWS,https://www.theonion.com/study-majority-of-americans-not-prepared-for-a-sucker-1819577019
CDC Attempts To Put Ebola Outbreak In Perspective By Releasing List Of Worse Ways To Die,NEWS IN BRIEF,https://www.theonion.com/cdc-attempts-to-put-ebola-outbreak-in-perspective-by-re-1819577015
Single Nurse Can’t Help But Notice Man Isolated For Ebola Not Wearing A Ring,NEWS IN BRIEF,https://www.theonion.com/single-nurse-can-t-help-but-notice-man-isolated-for-ebo-1819577016
How To Protect Yourself Against Ebola,INFOGRAPHIC,https://www.theonion.com/how-to-protect-yourself-against-ebola-1819591891
Man Stuck In Dead-End Body,NEWS,https://www.theonion.com/man-stuck-in-dead-end-body-1819576972
Man Not Himself Until He Has So Much Coffee He Feels Like He’s Going To Die,NEWS IN BRIEF,https://www.theonion.com/man-not-himself-until-he-has-so-much-coffee-he-feels-li-1819576922
Daily Spin Class Only Thing Keeping Mom From Driving Car Full Of Kids Into Ocean,LOCAL,https://www.theonion.com/daily-spin-class-only-thing-keeping-mom-from-driving-ca-1819576926
Night Of Uninterrupted Deep Sleep Really Throws Man’s Day Off,NEWS IN BRIEF,https://www.theonion.com/night-of-uninterrupted-deep-sleep-really-throws-man-s-d-1819576920
Doctor Has Troubling Amount Of Available Appointment Slots,LOCAL,https://www.theonion.com/doctor-has-troubling-amount-of-available-appointment-sl-1819576903
Lunch Barely Misses Area Man’s Vital Organs,LOCAL,https://www.theonion.com/lunch-barely-misses-area-man-s-vital-organs-1819576885
Report: Standing At Work Can Increase Coworkers’ Disdain Up To 70%,NEWS IN BRIEF,https://www.theonion.com/report-standing-at-work-can-increase-coworkers-disdai-1819576821
FDA Recommends At Least 3 Servings Of Foods With Word ‘Fruit’ On Box,NEWS IN BRIEF,https://www.theonion.com/fda-recommends-at-least-3-servings-of-foods-with-word-1819576818
New Nike Running App Tells You What You’re Really Running From,TECH,https://www.theonion.com/new-nike-running-app-tells-you-what-you-re-really-runni-1819595698
Study Finds Blame Now Fastest Human Reflex,NEWS IN BRIEF,https://www.theonion.com/study-finds-blame-now-fastest-human-reflex-1819576777
Michelle Obama Can Still Hear Their Little Labored Breaths When She Closes Her Eyes,POLITICS,https://www.theonion.com/michelle-obama-can-still-hear-their-little-labored-brea-1819576770
GlaxoSmithKline Releases New Drug To Treat People Who Just Feel Sort Of Weird Sometimes,NEWS IN BRIEF,https://www.theonion.com/glaxosmithkline-releases-new-drug-to-treat-people-who-j-1819576752
New Study Finds Running For 20 Minutes Each Day Could Add Years Of Soreness To Life,NEWS IN BRIEF,https://www.theonion.com/new-study-finds-running-for-20-minutes-each-day-could-a-1819576755
Experts: Ebola Vaccine At Least 50 White People Away,NEWS IN BRIEF,https://www.theonion.com/experts-ebola-vaccine-at-least-50-white-people-away-1819576750
Patient Zero Kicking Back In 38C With Episode Of ‘New Girl’,NEWS IN BRIEF,https://www.theonion.com/patient-zero-kicking-back-in-38c-with-episode-of-new-g-1819576761
The Pros And Cons Of Going Vegetarian,INFOGRAPHIC,https://www.theonion.com/the-pros-and-cons-of-going-vegetarian-1819591807
FDA Approves First Artificial Tumor,NEWS IN BRIEF,https://www.theonion.com/fda-approves-first-artificial-tumor-1819576742
Doctors Say Average Heart Attack Victim Doesn’t Clutch At Chest Nearly Dramatically Enough,NEWS WITH VIDEO,https://www.theonion.com/doctors-say-average-heart-attack-victim-doesn-t-clutch-1819576749
Man Failing To Heed Harsh Lessons Of Past Orders Sonic Bacon Cheeseburger Toaster,NEWS IN BRIEF,https://www.theonion.com/man-failing-to-heed-harsh-lessons-of-past-orders-sonic-1819576683
Elderly Man Can’t Wait For Senility To Erase Lifetime Of Regretful Memories,NEWS IN BRIEF,https://www.theonion.com/elderly-man-can-t-wait-for-senility-to-erase-lifetime-o-1819576680
New Pfizer Breakthrough Miraculously Extends Lifespan Of Near-Death Patents,NEWS IN BRIEF,https://www.theonion.com/new-pfizer-breakthrough-miraculously-extends-lifespan-o-1819576646
Most Popular Fitness Trends,INFOGRAPHIC,https://www.theonion.com/most-popular-fitness-trends-1819591778
"3 Dozen Chemical, Emotional Responses Activated By Phrase ‘Pigs In A Blanket’",NEWS IN BRIEF,https://www.theonion.com/3-dozen-chemical-emotional-responses-activated-by-phra-1819576614
"Warm Weather Finally Allows Man To Get Outside, Explore New Ways To Sweat",NEWS IN BRIEF,https://www.theonion.com/warm-weather-finally-allows-man-to-get-outside-explore-1819576595
New Study Finds People Who Sit For At Least 5 Hours Each Day Are Comfier,NEWS IN BRIEF,https://www.theonion.com/new-study-finds-people-who-sit-for-at-least-5-hours-eac-1819576577
Man Honestly Thinks He’s Going To Get To Bed Early,LOCAL,https://www.theonion.com/man-honestly-thinks-he-s-going-to-get-to-bed-early-1819576578
Study Links Drinking While Pregnant To Being At Kid Rock Concert,NEWS IN BRIEF,https://www.theonion.com/study-links-drinking-while-pregnant-to-being-at-kid-roc-1819576575
"Deep Down, Area Man Knows He’s Not Done Vomiting",LOCAL,https://www.theonion.com/deep-down-area-man-knows-he-s-not-done-vomiting-1819576561
American Medical Association Introduces New Highly Effective Placebo Doctors,NEWS IN BRIEF,https://www.theonion.com/american-medical-association-introduces-new-highly-effe-1819576542
Most Common Pregnancy Cravings,TIME KILLERS,https://www.theonion.com/most-common-pregnancy-cravings-1819591738
Study: Average American Now Requires 3 Attempts To Get Up From Seated Position,NEWS IN BRIEF,https://www.theonion.com/study-average-american-now-requires-3-attempts-to-get-1819576500
American Medical Association Changes Stance On Self-Immolation,NEWS IN BRIEF,https://www.theonion.com/american-medical-association-changes-stance-on-self-imm-1819576490
Most Common Food Allergies,TIME KILLERS,https://www.theonion.com/most-common-food-allergies-1819591690
How To Live Gluten-Free,INFOGRAPHIC,https://www.theonion.com/how-to-live-gluten-free-1819591701
The Case For And Against Circumcision,INFOGRAPHIC,https://www.theonion.com/the-case-for-and-against-circumcision-1819591700
Report: Average American Consuming 4 Ounces Of Cheese Right Now,NEWS IN BRIEF,https://www.theonion.com/report-average-american-consuming-4-ounces-of-cheese-r-1819576402
Our Tips For Getting Nauseated And Staying Nauseated,MAGAZINE,https://www.theonion.com/our-tips-for-getting-nauseated-and-staying-nauseated-1819591686
The Onion's Tips For Getting A Good Night's Sleep,ONION TIPS,https://www.theonion.com/the-onions-tips-for-getting-a-good-nights-sleep-1819595635
Woman Barely Jogging,LOCAL,https://www.theonion.com/woman-barely-jogging-1819576377
The Pros And Cons Of Vaccinating Children,INFOGRAPHIC,https://www.theonion.com/the-pros-and-cons-of-vaccinating-children-1819591675
Woman In Kickboxing Class Can Tell She’s Going To Whine About How Sore She Is In The Morning,LOCAL,https://www.theonion.com/woman-in-kickboxing-class-can-tell-she-s-going-to-whine-1819576348
Tips For Getting In Shape,INFOGRAPHIC,https://www.theonion.com/tips-for-getting-in-shape-1819591662
Tips For Improving Memory,INFOGRAPHIC,https://www.theonion.com/tips-for-improving-memory-1819591656
American Obesity Epidemic Traced To Single Heavyset ‘Mayflower’ Passenger,NEWS,https://www.theonion.com/american-obesity-epidemic-traced-to-single-heavyset-ma-1819576289
Do You Vaccinate Your Children?,LOCAL,https://www.theonion.com/do-you-vaccinate-your-children-1819594323
It Not Clear If It Okay To Pass Handicapped Woman On Sidewalk,NEWS IN BRIEF,https://www.theonion.com/it-not-clear-if-it-okay-to-pass-handicapped-woman-on-si-1819576228
"Study Links Meat, Sugar Consumption To Early Death Among Those Who Choose To Be Happy In Life",SPORTS,https://www.theonion.com/study-links-meat-sugar-consumption-to-early-death-amon-1819576211
Cancer Diagnosed With Skip Bayless,ONION TIPS,https://www.theonion.com/cancer-diagnosed-with-skip-bayless-1819576189
The Onion's Tips For Healthy Eating,LOCAL,https://www.theonion.com/the-onions-tips-for-healthy-eating-1819595600
Real-Life Nancy Drew Traces Source Of Her HPV,NEWS,https://www.theonion.com/real-life-nancy-drew-traces-source-of-her-hpv-1819576154
Manic Researchers Announce They Are Hours Away From Cure For Depression,NEWS IN BRIEF,https://www.theonion.com/manic-researchers-announce-they-are-hours-away-from-cur-1819576149
Report: Seasonal Depression Still Better Than Purchasing Tiny Sunshine Lamp,NEWS IN PHOTOS,https://www.theonion.com/report-seasonal-depression-still-better-than-purchasin-1819576135
Trojan Unveils New 3-Piece Formal Condoms,BREAKING NEWS,https://www.theonion.com/trojan-unveils-new-3-piece-formal-condoms-1819591568
New Study Shows That Bones Are Incredibly Cool,LOCAL,https://www.theonion.com/new-study-shows-that-bones-are-incredibly-cool-1819595592
"Man Getting Screwed By Company’s $180,000 Health Deductible",LOCAL,https://www.theonion.com/man-getting-screwed-by-company-s-180-000-health-deduct-1819576043
Doctor Quickly Scribbles Prescription That Will Lead To 30-Year Battle With Painkiller Addiction,NEWS,https://www.theonion.com/doctor-quickly-scribbles-prescription-that-will-lead-to-1819576036
Surgeon General Advises Being 19 Years Old With 100 Bucks In Your Pocket And Your Whole Life In Front Of You,NEWS IN BRIEF,https://www.theonion.com/surgeon-general-advises-being-19-years-old-with-100-buc-1819576078
Report: Imagine How Good It Would Feel To Just Crawl Back Into Bed Right Now,LOCAL,https://www.theonion.com/report-imagine-how-good-it-would-feel-to-just-crawl-ba-1819576025
Hypochondriac Maple Tree Always Convinced It Has Asian Longhorn Beetles,TIME KILLERS,https://www.theonion.com/hypochondriac-maple-tree-always-convinced-it-has-asian-1819591528
Least Popular Fitness Clubs,INFOGRAPHIC,https://www.theonion.com/least-popular-fitness-clubs-1819591544
Tips For Getting Over The Flu,SPORTS,https://www.theonion.com/tips-for-getting-over-the-flu-1819591538
Offensive Lineman Opens Up Massive Hole In His Frontal Cortex,NEWS IN BRIEF,https://www.theonion.com/offensive-lineman-opens-up-massive-hole-in-his-frontal-1819575975
New Antidepressant Makes Friends’ Problems Seem Worse,,https://www.theonion.com/new-antidepressant-makes-friends-problems-seem-worse-1819575964
"Friends, Family Say Derrick Rose Hasn’t Said Single Word In Past 17 Days",SPORTS,https://www.theonion.com/friends-family-say-derrick-rose-hasn-t-said-single-wor-1819575942
Pretty Obvious Which Sibling Going To Have To Deal With All The Nursing Home Stuff,LOCAL,https://www.theonion.com/pretty-obvious-which-sibling-going-to-have-to-deal-with-1819575925
Pathetic Hands Subject To Man’s Every Whim,LOCAL,https://www.theonion.com/pathetic-hands-subject-to-man-s-every-whim-1819575930
Study: American Intestinal Bacteria Most Obese In World,NEWS IN BRIEF,https://www.theonion.com/study-american-intestinal-bacteria-most-obese-in-world-1819575874
Man Has Eaten Last 75 Meals Out Of Container Or Carton,LOCAL,https://www.theonion.com/man-has-eaten-last-75-meals-out-of-container-or-carton-1819591474
Cancer Researchers: ‘Don’t Get Cancer’,NEWS,https://www.theonion.com/cancer-researchers-don-t-get-cancer-1819575867
Most Popular Diets of 2013,TIME KILLERS,https://www.theonion.com/most-popular-diets-of-2013-1819591462
Man Just Going To Assume Apartment Has Functional Carbon Monoxide Detector Somewhere,LOCAL,https://www.theonion.com/man-just-going-to-assume-apartment-has-functional-carbo-1819575839
Man Catches Bad Television Show Going Around Office,NEWS IN BRIEF,https://www.theonion.com/man-catches-bad-television-show-going-around-office-1819575837
Woman On Gym Treadmill Cranks Incline Up To 90 Degrees,LOCAL,https://www.theonion.com/woman-on-gym-treadmill-cranks-incline-up-to-90-degrees-1819591412
Rock Apparently Factors Into Girlfriend’s Shower Routine,LOCAL,https://www.theonion.com/rock-apparently-factors-into-girlfriend-s-shower-routin-1819575242
The Onion's Tips For Treating A Sunburn,INFOGRAPHIC,https://www.theonion.com/the-onions-tips-for-treating-a-sunburn-1819591265
"New Study Finds It Is Impossible To Lose Weight, No One Has Ever Done It, And Those Who Are Trying Should Give Up",NEWS,https://www.theonion.com/new-study-finds-it-is-impossible-to-lose-weight-no-one-1819575105
Michelle Obama Shutters 'Let's Move!' Program After Failed 3-Year Run,NEWS IN BRIEF,https://www.theonion.com/michelle-obama-shutters-lets-move-program-after-failed-1819574964
Mentally Unstable Man To Exhibit 1 Or 2 More Warning Signs Before Finally Doing This,LOCAL,https://www.theonion.com/mentally-unstable-man-to-exhibit-1-or-2-more-warning-si-1819574970
Kevin Bacon Talking About His Band Approved As Prescription Sedative,NEWS IN PHOTOS,https://www.theonion.com/kevin-bacon-talking-about-his-band-approved-as-prescrip-1819591169
USDA Rolls Out New School Brunch Program For Wealthier School Districts,NEWS IN BRIEF,https://www.theonion.com/usda-rolls-out-new-school-brunch-program-for-wealthier-1819574886
Surgeon General Warns Teens Cinnamon Challenge Is Not For Pussies,NEWS IN BRIEF,https://www.theonion.com/surgeon-general-warns-teens-cinnamon-challenge-is-not-f-1819574872
Report: Majority Of Americans Now Answering To Name 'Lardface',NEWS IN BRIEF,https://www.theonion.com/report-majority-of-americans-now-answering-to-name-lar-1819574868
Most Gruesome Sports Injuries,SPORTS,https://www.theonion.com/most-gruesome-sports-injuries-1819591132
Mississippi Bans Soft Drinks Smaller Than 20 Ounces,NEWS IN BRIEF,https://www.theonion.com/mississippi-bans-soft-drinks-smaller-than-20-ounces-1819574746
Opposition To Soda Ban Sad Proof That Americans Still Fight For What They Believe In,NEWS IN BRIEF,https://www.theonion.com/opposition-to-soda-ban-sad-proof-that-americans-still-f-1819574678
Jogger Horrified By Discovery Of Own Gruesome Body,LOCAL,https://www.theonion.com/jogger-horrified-by-discovery-of-own-gruesome-body-1819591119
Procrastinating Surgeon Putting Off Coronary Bypass By Cleaning Entire Hospital,NEWS IN BRIEF,https://www.theonion.com/procrastinating-surgeon-putting-off-coronary-bypass-by-1819574368
Overweight 6-Year-Old Vows To Change Lifestyle After Second Heart Attack,LOCAL,https://www.theonion.com/overweight-6-year-old-vows-to-change-lifestyle-after-se-1819574360
"I'm Truly Sorry For This, But You're About To Hear All About The Last Marathon I Ran",COMMENTARY,https://www.theonion.com/im-truly-sorry-for-this-but-youre-about-to-hear-all-ab-1819584765
New Study Finds Americans Need 6 Hours Of Sleep At Work,NEWS IN BRIEF,https://www.theonion.com/new-study-finds-americans-need-6-hours-of-sleep-at-work-1819573628
New Preventative Drug Would Kill People Before They Get Alzheimer's,NEWS IN BRIEF,https://www.theonion.com/new-preventative-drug-would-kill-people-before-they-get-1819573538
Paula Deen Sponsors .05K Walk For Diabetes Research,NEWS,https://www.theonion.com/paula-deen-sponsors-05k-walk-for-diabetes-research-1819573458
Cancer Victim Given Second Chance At Death,PODCASTS,https://www.theonion.com/cancer-victim-given-second-chance-at-death-1819583094
Global Dementia To Triple By 2050,AMERICAN VOICES,https://www.theonion.com/global-dementia-to-triple-by-2050-1819561179
Health Department Still Not Able To Really Prove Why People Shouldn't Be Eating Candles,NEWS IN BRIEF,https://www.theonion.com/health-department-still-not-able-to-really-prove-why-pe-1819573267
Study Finds Hearing Loved One's Voice Induces Excruciating Pain In Coma Patients,NEWS,https://www.theonion.com/study-finds-hearing-loved-ones-voice-induces-excruciati-1819573213
Surgeon General: Smoking Fine As Long As You Only Do It When You Drink,BREAKING NEWS,https://www.theonion.com/surgeon-general-smoking-fine-as-long-as-you-only-do-it-1819595137
Chicken Pox Lollipops Ineffective,AMERICAN VOICES,https://www.theonion.com/chicken-pox-lollipops-ineffective-1819561033
Painkiller Overdose Deaths At Record High,AMERICAN VOICES,https://www.theonion.com/painkiller-overdose-deaths-at-record-high-1819561016
Black Licorice Linked To Irregular Heartbeat,AMERICAN VOICES,https://www.theonion.com/black-licorice-linked-to-irregular-heartbeat-1819561034
LASIK Surgery Allows Baron To See Without Monocle,NEWS IN BRIEF,https://www.theonion.com/lasik-surgery-allows-baron-to-see-without-monocle-1819573063
FDA Approves Putting Picture Of Trish On Cigarette Packs,NEWS,https://www.theonion.com/fda-approves-putting-picture-of-trish-on-cigarette-pack-1819573057
"Report: 40,000 People Died On Ferris Wheels This Summer",NEWS IN BRIEF,https://www.theonion.com/report-40-000-people-died-on-ferris-wheels-this-summer-1819573062
"FDA, Dr. Oz Clash Over Apple Juice",AMERICAN VOICES,https://www.theonion.com/fda-dr-oz-clash-over-apple-juice-1819560976
Many Doctors Say It's 'High' Time To Legalize Marijuana (Season 1: Ep 3 on IFC),IFC,https://www.theonion.com/many-doctors-say-its-high-time-to-legalize-marijuana-s-1819595067
Why Is Our Child Excused From Gym?,TIME KILLERS,https://www.theonion.com/why-is-our-child-excused-from-gym-1819590258
Law Prohibits Nation's Shawnas From Using Tanning Beds,IFC,https://www.theonion.com/law-prohibits-nations-shawnas-from-using-tanning-beds-1819594999
FDA: Food Dye/Hyperactivity Data Inconclusive,AMERICAN VOICES,https://www.theonion.com/fda-food-dye-hyperactivity-data-inconclusive-1819560874
Cases Of Shaken Manchild Syndrome On The Rise,IFC,https://www.theonion.com/cases-of-shaken-manchild-syndrome-on-the-rise-1819594990
PSA: Ben Stiller Speaks Out Against Shaken Manchild Syndrome,IFC,https://www.theonion.com/psa-ben-stiller-speaks-out-against-shaken-manchild-syn-1819594985
New Plastic Surgery Technique Makes 40-Year-Old Women Look Like Really-Weird-Looking 38-Year-Olds,NEWS IN BRIEF,https://www.theonion.com/new-plastic-surgery-technique-makes-40-year-old-women-l-1819572395
Quiz: Is Your Weight Keeping You From Getting Drunk?,NEWS IN PHOTOS,https://www.theonion.com/quiz-is-your-weight-keeping-you-from-getting-drunk-1819572378
"Gerber Recalls 60,000 Jars Of Baby Poison",NEWS IN BRIEF,https://www.theonion.com/gerber-recalls-60-000-jars-of-baby-poison-1819590182
Healthy Living Tips For Shawnas,AMERICAN VOICES,https://www.theonion.com/healthy-living-tips-for-shawnas-1819572271
Report: Antismoking Group Has Never Even Tried Cigarettes,NEWS,https://www.theonion.com/report-antismoking-group-has-never-even-tried-cigarett-1819572234
Strokes On Rise In Young And Middle-Aged,AMERICAN VOICES,https://www.theonion.com/strokes-on-rise-in-young-and-middle-aged-1819560805
Department Of Health And Human Services Recommends Standing At Least Once A Day,AMERICAN VOICES,https://www.theonion.com/department-of-health-and-human-services-recommends-stan-1819572132
Anti-Smoking Aid Tops List Of Violence-Linked Medications,PODCASTS,https://www.theonion.com/anti-smoking-aid-tops-list-of-violence-linked-medicatio-1819560779
Sitting Increases Heart Disease Risk,POLITICS,https://www.theonion.com/sitting-increases-heart-disease-risk-1819560777
Report: U.S. Kids Get Majority Of Antibiotics From McDonald's,,https://www.theonion.com/report-u-s-kids-get-majority-of-antibiotics-from-mcdo-1819582745
Senate Passes Massive Food-Safety Bill,,https://www.theonion.com/senate-passes-massive-food-safety-bill-1819560750
Should Boys Get HPV Vaccine?,AMERICAN VOICES,https://www.theonion.com/should-boys-get-hpv-vaccine-1819560746
Cigarette Packaging May Graphically Depict Disease,AMERICAN VOICES,https://www.theonion.com/cigarette-packaging-may-graphically-depict-disease-1819560735
Do Toning Shoes Really Work?,AMERICAN VOICES,https://www.theonion.com/do-toning-shoes-really-work-1819560738
San Francisco Bans Happy Meal,AMERICAN VOICES,https://www.theonion.com/san-francisco-bans-happy-meal-1819560740
Procter And Gamble Introduces Home Menstruation Test,PODCASTS,https://www.theonion.com/procter-and-gamble-introduces-home-menstruation-test-1819582717
Social Security Scam Robs Elderly By Convincing Them They Are Dead,BREAKING NEWS,https://www.theonion.com/social-security-scam-robs-elderly-by-convincing-them-th-1819594914
"6,000 Runners Fail To Discover Cure For Breast Cancer",PODCASTS,https://www.theonion.com/6-000-runners-fail-to-discover-cure-for-breast-cancer-1819582693
Health Insurance Costs Shifting To Workers,AMERICAN VOICES,https://www.theonion.com/health-insurance-costs-shifting-to-workers-1819560685
Today Now!: How To Thrust Your Fat Into A More Appealing Shape,TODAY NOW,https://www.theonion.com/today-now-how-to-thrust-your-fat-into-a-more-appealin-1819594943
Outbreak Of Va-Va-Vooms Traced To Miniskirt-Wearing Blonde,NEWS IN BRIEF,https://www.theonion.com/outbreak-of-va-va-vooms-traced-to-miniskirt-wearing-blo-1819571745
Menopause Meds May Harm Kids,AMERICAN VOICES,https://www.theonion.com/menopause-meds-may-harm-kids-1819560673
Health-Food-Store Worker Dies Of Vitamin Lung,PODCASTS,https://www.theonion.com/health-food-store-worker-dies-of-vitamin-lung-1819582688
10 Ways To Beat The Quadruple Amputation Blahs,MAGAZINE,https://www.theonion.com/10-ways-to-beat-the-quadruple-amputation-blahs-1819589942
Visine Introduces New Eye-Whitening Strips,NEWS IN BRIEF,https://www.theonion.com/visine-introduces-new-eye-whitening-strips-1819571669
Gatorade Pledges $200 Million In Thirst Aid To Underquenched Nations,PODCASTS,https://www.theonion.com/gatorade-pledges-200-million-in-thirst-aid-to-underque-1819582657
"Guacamole, Salsa Faulted For Outbreaks",AMERICAN VOICES,https://www.theonion.com/guacamole-salsa-faulted-for-outbreaks-1819560628
Obese Engage In Unsafe Sex More,AMERICAN VOICES,https://www.theonion.com/obese-engage-in-unsafe-sex-more-1819560625
Men Suffer Postpartum Depression Too,AMERICAN VOICES,https://www.theonion.com/men-suffer-postpartum-depression-too-1819560623
Regular Coffee Drinkers No More Alert,AMERICAN VOICES,https://www.theonion.com/regular-coffee-drinkers-no-more-alert-1819560624
Prescription Painkiller Abuse Up,AMERICAN VOICES,https://www.theonion.com/prescription-painkiller-abuse-up-1819560626
Psychopaths Behave Like Stroke Victims,AMERICAN VOICES,https://www.theonion.com/psychopaths-behave-like-stroke-victims-1819560621
Experts Say Breakfast Now Sixth Most Important Meal Of The Day,NEWS IN BRIEF,https://www.theonion.com/experts-say-breakfast-now-sixth-most-important-meal-of-1819571600
